mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,Bminor_count,BMajor_count,Cminor_count,F#/GbMajor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,D#_Ebminor_count
ESTP,SP,stacy's junkyard,02mRtovDVrjdRiyvXBsJVN,45,0.5616888888888888,0.1372454374506129,0.7392222222222224,0.1493089976112517,-6.659133333333332,2.605556619995044,0.6222222222222222,0.4903101471559,0.0549111111111111,0.050914974678032,0.0873532666666666,0.1321378287127773,0.1819355555555555,0.1605052904191174,0.5618222222222222,0.2062140645155912,132.1935777777778,22.63871811389514,0.0360261128888888,0.122056679789864,4.0,0.0,3.0,0.0,3.0,0.0,6.0,3.0,4.0,5.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
ESTP,SP,estp,3iD5LpJHInaitRZxXZYBZl,41,0.6193414634146341,0.1343042459783192,0.6137560975609756,0.1322848782907186,-6.66919512195122,1.6266023210900715,0.5853658536585366,0.4987789969564456,0.0718365853658536,0.0622522359281076,0.185780243902439,0.1950070465712432,0.1908951219512195,0.1470044573324556,0.5042609756097561,0.1906949853536385,113.14987804878048,32.403215452478726,0.0295128870731707,0.1364539207519844,4.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,3.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0
ESTP,SP,Bastard (affectionate),0rcAWFOpuFEqg3VjfeppFl,50,0.56224,0.173426519168841,0.8188200000000001,0.1399802741205243,-5.742139999999999,2.804710229202996,0.6,0.4948716593053935,0.0873139999999999,0.0699949502843321,0.0867047007999999,0.1232138248876432,0.198576,0.1399076438226303,0.64742,0.1824383698006266,128.6518,30.146467523795643,0.0469535262,0.1585421383634086,5.0,4.0,2.0,1.0,5.0,0.0,1.0,6.0,2.0,1.0,3.0,6.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
ESTP,SP,estp female,0AqVQLBD5OvtuzYpcDSkf9,50,0.6817200000000001,0.1188519985150456,0.66764,0.1779046706433945,-6.436380000000001,2.683179220664188,0.6,0.4948716593053935,0.1297579999999999,0.1170682307416473,0.19024638,0.212769099059059,0.194148,0.139462203554971,0.480384,0.2255558217345927,121.01856000000002,31.059098137398827,0.0150683378,0.0707217600166623,5.0,4.0,6.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0
ESTP,SP,ESTP,03tqQ0MRFfbOSC3B1mD9G2,28,0.725,0.1151861617202858,0.7717857142857143,0.128043787979783,-4.618535714285715,1.5184906366165265,0.5,0.5091750772173156,0.1121571428571428,0.0777216516311583,0.1099224999999999,0.1360255593527268,0.2085178571428571,0.1419779222627691,0.6164642857142856,0.190202714889464,126.36699999999998,25.92527653768722,0.0010335575,0.0027367052296398,0.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0
ESTP,SP,estp,2duvznbzAzrqUdnCauEoK9,50,0.6539400000000001,0.1608064383420169,0.6504400000000001,0.1582149351808662,-6.072420000000001,2.3176582489175384,0.4,0.4948716593053935,0.108958,0.1108088335276349,0.10867148,0.1300436285829883,0.2063179999999999,0.1332217434756574,0.495302,0.2366180539715981,133.63902000000002,31.37607652498369,0.0089069478,0.0337792577102953,3.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0
ESTP,SP,One Song for Every MBTI,5ng1bCMZzaUl7EcM6bR8Du,16,0.5585,0.1538159072831328,0.72275,0.212512431008949,-5.5346875,3.228280630485316,0.6875,0.478713553878169,0.07046875,0.0394292060745162,0.1755116874999999,0.2837242911611479,0.22528125,0.1588507316896379,0.53470625,0.2142677311799422,132.0555625,31.965291045066884,0.0026255012499999,0.0059921662558397,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ESTP,SP,That one emo satyr i have,2eG8SPeyhsXO6vTwujlMiG,50,0.60102,0.1394618651701414,0.77394,0.154974047860292,-5.649019999999999,2.3060165449784367,0.58,0.4985693819032897,0.0974719999999999,0.0893136825681124,0.1146220919999999,0.1750222398493016,0.212686,0.1874412452269908,0.6248000000000001,0.2144072988401243,130.3455,30.9856081696464,0.0307260798,0.0922270226024905,6.0,4.0,4.0,2.0,3.0,0.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
ESTP,SP,Channeling ESTP Subconscious to kick some ass,6ZgjUROw2qdWEvGuXUz18y,36,0.6321388888888888,0.1114740591932305,0.7953055555555555,0.1297956238409214,-4.678861111111111,1.7474580420514132,0.6666666666666666,0.4780914437337573,0.099,0.092785115801435,0.0271073527777777,0.0445696680459479,0.1874611111111111,0.1319790898541513,0.5789722222222222,0.2011484861789009,140.4907222222222,25.46127371026844,0.0340904188888888,0.1027875847773052,3.0,0.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
ESTP,SP,Reynard (ESTP),36EsB8YntOVPeFnKoO5MQS,11,0.6055454545454546,0.1527608350568715,0.8099090909090908,0.1038397366574613,-5.183272727272727,1.5543956440307656,0.7272727272727273,0.4670993664969137,0.0484545454545454,0.0159897069164111,0.0283087272727272,0.0324059824109404,0.1490818181818181,0.0848421100419104,0.5561818181818181,0.2383572185530861,125.37509090909091,23.454857498840383,0.00181501,0.0056063563215354,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTP,SP,estp :),6AEF704HTcD0Y5Gcb93sjU,50,0.6705000000000001,0.1418595525618956,0.7377799999999999,0.143362575881104,-5.430599999999999,1.9264582496786955,0.52,0.5046720495044484,0.091256,0.0714210057707543,0.09414735,0.141503661823472,0.2465719999999999,0.1760700382906571,0.58294,0.1822746761100411,120.64813999999998,25.182806334035742,0.0122785898,0.0416138520594773,3.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
ESTP,SP,estp,2brAA03uusEe6q59AEq1xV,50,0.6003200000000001,0.1434940715549899,0.7217999999999998,0.1796933896550295,-5.88344,3.2382500134158505,0.52,0.5046720495044484,0.09084,0.0885341718876769,0.1118982288,0.1581722631618952,0.1837659999999999,0.1325878108874204,0.5392560000000001,0.1948893314008685,124.89945999999998,27.17017557739608,0.0514738443999999,0.1701527787436465,6.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0
ESTP,SP,Estpa,5MDhfRjqe1xoW7N9lqS1YJ,14,0.6643571428571429,0.1299174928370115,0.7274285714285714,0.170072253552928,-7.033571428571428,3.1413593753779154,0.5,0.5188745216627708,0.0837714285714285,0.0559677575940817,0.3401428571428572,0.1224618352749177,0.1745714285714285,0.121571165790447,0.7722142857142856,0.174282784608776,120.51114285714289,26.795614893420225,0.0008541385714285,0.0030935191948873,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ESTP,SP,ESTP,39pcBJdTlDlBYJh7LnzE9i,50,0.6662800000000001,0.1524433705494922,0.7489999999999999,0.1546164444616392,-4.96542,2.067987290155551,0.46,0.5034574339058886,0.092978,0.0790335560095217,0.08945758,0.1715318624675762,0.210822,0.1719921750593109,0.5434399999999999,0.2369134139602182,129.66394,25.14185685543499,0.0271052306,0.1124027305977694,4.0,2.0,2.0,0.0,4.0,0.0,3.0,2.0,3.0,0.0,4.0,2.0,0.0,2.0,4.0,1.0,4.0,5.0,0.0,0.0,3.0,3.0,1.0,1.0
ESTP,SP,Alexei Romanov,3gXABjvJ3re4siICUwJvEH,36,0.5145833333333334,0.123779844885991,0.7594722222222221,0.1848864494935991,-5.970972222222222,2.851631838450309,0.5277777777777778,0.5063093978480019,0.0509583333333333,0.0241349820207692,0.1247466594444444,0.2671940898295601,0.2037444444444444,0.1869444584353399,0.4497222222222222,0.1942255847662139,121.195,27.747009157745268,0.0523387066666666,0.1741810716860231,0.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0
ESTP,SP,Sturm Grimwald,5Oi8cBAIzpr0vd6BFry5KK,17,0.7010588235294118,0.1499205917261848,0.7607058823529412,0.1474227614319962,-6.191117647058824,2.211134490548713,0.3529411764705882,0.492592183071889,0.1052117647058823,0.1208827680148877,0.1481541176470588,0.1619272206524749,0.1332,0.0644209690240685,0.7081176470588235,0.2318040342490131,129.59917647058822,18.991731217938288,0.1734792335294117,0.3149981331497328,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
ESTP,SP,🍂Ralph🍂,7sqcDX3TVrPNknL4NTwSO0,8,0.6695,0.0966274140337882,0.679125,0.1549934906467273,-8.71075,2.754139209574252,0.875,0.3535533905932738,0.04455,0.0161486841569212,0.2910625,0.2445936042704306,0.2367375,0.1935780605743178,0.635575,0.2969699636086355,120.764875,16.512880595267788,0.0173638099999999,0.0391743281624779,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ESTP,SP,ESTP,2AfoSlkBLgOxIGT8jGQUig,23,0.634391304347826,0.1372283230540304,0.7560869565217392,0.1280290851342624,-5.403217391304348,2.316978595979956,0.3478260869565217,0.4869847535576739,0.0655086956521739,0.0402828286566991,0.0677720608695652,0.1265651491848933,0.1837999999999999,0.1563902955603529,0.4735826086956521,0.2509330672295882,126.27465217391304,23.346577716130817,0.0048224169565217,0.0181790953685243,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0
ESTP,SP,Karl Heisenberg,3OpLZdUfltkpulcspzcQvx,50,0.53388,0.1218340524095402,0.7627000000000002,0.1541219037790858,-6.1664400000000015,2.1825070414829018,0.34,0.4785181206984063,0.065386,0.0531304018046011,0.1044052082,0.1865498244031356,0.1995019999999999,0.15730275435138,0.485102,0.2028598032924135,118.60534,26.505426797136607,0.0408157954,0.15470495345537,2.0,1.0,2.0,4.0,1.0,0.0,9.0,3.0,0.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0
ESTP,SP,Se puso triste el romance,5JVrDYJDD1G5KGDYOksnwD,20,0.4787499999999999,0.1675287485148366,0.431325,0.2194568819297216,-9.9399,5.223981178937644,0.8,0.4103913408340617,0.0407,0.0245426588873976,0.4705172499999999,0.3778822119512173,0.177495,0.1533227949372448,0.35456,0.260320513780103,113.61475,24.87576534421657,0.120408225,0.2756766637859723,3.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ESTP,SP,ESTP..-,2EvDcnja90bMqwWzAM9y2i,50,0.68784,0.1707414037038923,0.7257399999999999,0.1448958542244345,-5.673800000000001,2.4944190440555367,0.58,0.4985693819032896,0.092826,0.0576948440026471,0.12132469,0.1467234733033292,0.185522,0.1327065956406485,0.62132,0.2162720735460738,120.94802,24.939845212921625,0.0212793742,0.0868969831467974,7.0,1.0,2.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,8.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0
ESTP,SP,Infp x estp,5QFBS2GGXw6aBfTRaQezmU,29,0.5454827586206896,0.1654924730031237,0.606610344827586,0.2223853385853797,-7.749965517241379,4.120595531532155,0.8275862068965517,0.3844258722192448,0.050551724137931,0.0210894120471057,0.2883818113793103,0.3328216534919774,0.1933586206896551,0.1172677842657606,0.4971620689655173,0.2253444924899796,139.79172413793103,33.443182089602736,0.1118489206896551,0.2793869606406503,3.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
ESTP,SP,Commander Aleksandr Capek,0JbMsW43tRynZTkIYvPI6F,17,0.613,0.1649905300312718,0.8057058823529412,0.1461047418403499,-6.008176470588235,2.2221735765713184,0.7058823529411765,0.4696682183138621,0.1388588235294117,0.0866766192437696,0.0961678823529411,0.1540190393871332,0.2318117647058823,0.1660113357663903,0.5091176470588235,0.1679460041028593,118.341,32.67642045879567,0.0258679429411764,0.0729984794516868,1.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
ESTP,SP,danburite,1UCNfnr13eNYMdvnt2hXdi,50,0.6746599999999999,0.1401201539787207,0.7794,0.1464048064338694,-4.78466,1.792005723956784,0.4,0.4948716593053935,0.0956379999999999,0.0842417945861912,0.046930788,0.0831478249580967,0.160784,0.1346163003139072,0.6835799999999999,0.1896230514274387,133.6705,24.13147137800236,0.0008677316,0.0037803132236452,0.0,4.0,2.0,0.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0
ESTP,SP,ESTP songs,13lm9NOf52AwMOTQxLyACb,50,0.6570999999999999,0.1508241644148197,0.7957799999999999,0.1354393139199326,-4.82944,1.7218166742112346,0.52,0.5046720495044484,0.077862,0.0523057841652608,0.049237578,0.0979356847673758,0.2136079999999999,0.194763353884468,0.5650620000000001,0.2381717446614984,130.27911999999998,20.51964024094865,0.0373613492,0.1153856373191779,4.0,4.0,4.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
ESTP,SP,estp sag,1nJ9mvCg71E4dPP9U1WNiO,11,0.5828181818181818,0.1868923851749012,0.6545454545454545,0.2320885019281927,-7.018272727272727,4.470346140757092,0.9090909090909092,0.3015113445777636,0.0857545454545454,0.0660105501209672,0.1646481818181817,0.294381217023715,0.2009909090909091,0.2153375325137049,0.4810909090909092,0.2407810019687826,125.89745454545454,24.95182127366111,0.0008755454545454,0.0019535687698996,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ESTP,SP,estp,3OxinkAQBgmn9HKFBXDwnq,38,0.6787368421052632,0.1259162493454186,0.7292894736842106,0.1718822519483923,-5.190263157894737,2.439760529722079,0.3684210526315789,0.4888515295293513,0.0695131578947368,0.0441283335532921,0.0958195526315789,0.1641301823058983,0.1960605263157895,0.1245066991348065,0.5231315789473685,0.228342816130748,124.1119210526316,24.0818093660952,0.0068757418421052,0.0254009135296074,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0
ESTP,SP,ESTP,0uf81Iql51G6coQzjUJGl6,49,0.6924489795918367,0.1457750923546969,0.7377755102040817,0.1542363264207077,-5.644020408163264,2.465481473345149,0.5918367346938775,0.496586990824148,0.1479755102040816,0.1113900645079642,0.0878677183673469,0.1497631386968598,0.195965306122449,0.1304077236832945,0.5662448979591836,0.2255928791182105,126.79214285714286,25.777115280968378,0.0414626648979591,0.1388191781187205,3.0,2.0,5.0,1.0,5.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0
ESTP,SP,MBTI Se: ESTP & ESFP,3j9PaGCIAzSPGIquk9J0sh,50,0.6654800000000001,0.1300130668472227,0.7899400000000001,0.1217983294681191,-5.685779999999999,2.3391068877340557,0.66,0.4785181206984066,0.101484,0.0902961100705758,0.1140088799999999,0.1702169652725531,0.208076,0.1742574163912312,0.6502,0.1820375606005193,124.04113999999998,18.95706003535573,0.0121510202,0.0563368450304904,5.0,0.0,6.0,2.0,5.0,0.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
ESTP,SP,a ESTP and INFJ friendship,6CV3wSKG46Wr0qQn5j5GMC,50,0.59038,0.1361301732961236,0.5647559999999999,0.2245826934288462,-7.614219999999999,4.05616402322013,0.52,0.5046720495044484,0.1094719999999999,0.1348912639037496,0.41347458,0.2986540123229137,0.13866,0.0766736231685702,0.391532,0.2288526336634426,121.6611,27.250283505920837,0.0005384036,0.0036748736157597,7.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,5.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0
ESTP,SP,.:+*Sophisticated*+:.,6csbCTIU8mi0VlBWlURGgg,50,0.67376,0.1374084570964708,0.5098599999999999,0.172106873536089,-7.51178,2.2657898770492326,0.68,0.4712120714991611,0.090052,0.0940489933980352,0.344117986,0.2289689737214513,0.1704959999999999,0.1202256296489637,0.4602800000000001,0.1941866386038053,119.08561999999998,26.78036180494344,0.0196618223999999,0.0895576601401863,6.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,6.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0
ESTP,SP,NOEL GOMEZ ; OC,4TinRPbyFrOiHc7346te9o,14,0.5427142857142858,0.1980118211589432,0.6668857142857142,0.2683717251447008,-7.986499999999999,6.643785595461488,0.6428571428571429,0.4972451580988469,0.0595357142857142,0.0422869248230349,0.2588341428571429,0.307824724033726,0.1784857142857143,0.1030308382299863,0.4953928571428571,0.2736162513849973,117.16014285714289,33.063134843361865,0.079921955,0.2438838249346805,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ESTP,SP,riven,5q5tuOyJyKW9qZ4fSV2ilE,32,0.60596875,0.1366366701771408,0.6341875,0.1412539322889694,-6.454281249999999,1.6421697534030808,0.4375,0.5040161287741853,0.102271875,0.1045068765583579,0.1606907968749999,0.2033174673358605,0.141690625,0.0682636981851947,0.400128125,0.2098876569460587,119.197125,28.59730970174326,0.00039180875,0.0019031526038548,2.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0
ESTP,SP,Estpoat,6jeHmoGIX7l0O1dyXvFI1k,6,0.6084999999999999,0.1282883470935688,0.7895,0.0842205438120652,-8.377333333333334,2.5685682133567465,0.6666666666666666,0.5163977794943223,0.0786666666666666,0.0244081680317607,0.2393333333333333,0.0908463904988341,0.3208833333333333,0.2490418793429463,0.834,0.1162222009772659,103.81516666666668,23.60457269612536,0.0003319566666666,0.0007050968013447,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTP,SP,ESTP,0jmwGL0PfWVy5Jas5odf3w,50,0.6744999999999999,0.1322959345018367,0.6518799999999999,0.1678128987282915,-6.42432,2.607824180564076,0.48,0.5046720495044484,0.085024,0.0825890355918992,0.13768272,0.1510509420023508,0.16994,0.1280556240746296,0.528832,0.2119552296199962,121.18446000000002,22.21482553428623,0.016458502,0.0422653907659652,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0
ESTP,SP,MBTI Types As Songs - At Their Best / Worst,1l637Lrl1Jz4OZSppxR35p,32,0.628625,0.1501431037807039,0.6406875000000001,0.169949601163062,-6.48796875,2.6208627548265664,0.8125,0.396557769456266,0.0753906249999999,0.0630191489555408,0.2344976875,0.283038161198808,0.173084375,0.1498496130197786,0.522875,0.2159971251302112,115.63228125,25.779177698082503,0.0250646321874999,0.0950373824788374,2.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
ESTP,SP,hot ESTP 😤,0F8jKewA57g4JJNHTZKv1y,17,0.7677058823529412,0.1237915408589589,0.6661176470588235,0.1850192160131418,-5.877117647058823,2.277509656465614,0.5882352941176471,0.5072996561958923,0.1273176470588235,0.120327621700579,0.1120082352941176,0.1570046659034092,0.1873,0.1484255326754801,0.6141764705882353,0.1792962755100191,128.2141764705882,31.49937091283589,7.980823529411764e-05,0.0001946193392315,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ESTP,SP,estp playlist,3W8YySRtX2G0HVwN32t7qX,26,0.6251153846153846,0.15763789567818443,0.7227307692307693,0.14603439531625625,-5.942730769230769,2.3106659050185914,0.5769230769230769,0.5038314736557788,0.09860384615384617,0.07972000742985028,0.11363780769230768,0.20393144713530167,0.16834230769230768,0.12637676106967427,0.49611538461538457,0.2452586107639162,130.4491153846154,28.086354042241826,0.06376118653846155,0.17261074045589847,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0
ESTP,SP,Empresses & Goddesses | Queen Archetype | Female Power,1Km2ylvNvwIvLWAASNhe6Y,50,0.7009600000000001,0.14881709908337767,0.62602,0.17416687869010303,-6.598860000000001,2.7093857652423647,0.48,0.5046720495044484,0.12563200000000002,0.11178873010993479,0.18181024,0.20627339274148784,0.19981600000000005,0.16137056019596382,0.456988,0.22574317865708382,126.78662,29.744213757925134,0.0408742742,0.15121560582817997,2.0,3.0,5.0,0.0,3.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0
ESTP,SP,ESTP WORKOUT VIBEZ 😎😤💪,5ChHo8L0Zs6BKYQWjkpvcB,30,0.6835333333333334,0.1503984898432376,0.8203333333333334,0.11174396021118171,-4.711366666666667,2.7826135132942587,0.5666666666666667,0.5040069329937308,0.2015433333333333,0.11253817339580544,0.09208863333333334,0.14466115941136456,0.20109000000000002,0.18795520623734832,0.5196133333333333,0.22592538245354724,118.21139999999998,31.418931048784522,0.052837739333333335,0.19834289065587593,0.0,3.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ESTP,SP,Ni Fe Ti Se Repeated,2NbEnCbFxF3L1jwrgCZn32,11,0.6376363636363637,0.14820544708429087,0.5721818181818181,0.18776677990625404,-7.2620000000000005,1.747295166822137,0.6363636363636364,0.504524979109513,0.1357,0.12820887644777176,0.3479964545454546,0.3387117718773186,0.17636363636363636,0.07755807208443584,0.507,0.12167579874403946,117.44472727272726,33.605940647721525,0.10736424545454547,0.25955246668016607,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
ESTP,SP,Cecin'estpastuneplaylist,5bIPJrJ40YFhbOj9EkQ4b2,50,0.7610600000000001,0.12503296055236715,0.5673000000000001,0.13074297109135893,-8.43038,2.2290817812155166,0.28,0.4535573676110727,0.16277999999999998,0.11302084510642907,0.27385166,0.22930983404649935,0.153256,0.10865039827307564,0.58226,0.20135467844232535,109.82591999999998,27.628174990389645,0.051405088999999994,0.13409957390218488,3.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,8.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0
ESTP,SP,Gustavo Lopez 🌑,22vMrosW9yWcZ9PiYjZrTm,50,0.47928,0.12307821306231352,0.9061199999999999,0.0638034737714658,-3.6820800000000005,0.9801574392485554,0.76,0.4314191105868999,0.077268,0.04512636425661176,0.0055438219999999995,0.010443805232383219,0.20766,0.11653171417328102,0.57188,0.2069375968247235,142.662,30.09782952239553,0.011444335199999997,0.057395131988264465,7.0,3.0,2.0,2.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,4.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0
ESTP,SP,BASTAAAAAAAAAAAAAAAA,53L12N45BKSgaM1TQlyfjX,50,0.36186000000000007,0.1293952984667763,0.9207199999999999,0.09977690215717079,-6.086799999999999,2.989736415929453,0.6,0.4948716593053935,0.11458,0.060756254402156755,0.006896121199999999,0.017887087809749364,0.177792,0.10281922483620644,0.31827599999999995,0.18713803435443266,120.8854,26.65243791506372,0.217673429,0.32648974082213844,2.0,1.0,4.0,1.0,10.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0
ESTP,SP,𝐀𝐁𝐄𝐑𝐅𝐎𝐑𝐓𝐇 𝐀𝐄𝐍𝐎𝐍,5945WGMI8KOTEwWbz41nAz,43,0.5496046511627907,0.11911541812458395,0.7647883720930234,0.19575777574935418,-5.7249302325581395,2.499286663900311,0.5116279069767442,0.505780538858873,0.0988186046511628,0.09869679460181727,0.06735403488372094,0.17384330435232798,0.21263720930232557,0.17663453529446968,0.4079813953488371,0.17353319876668302,125.89581395348836,35.67898778076251,0.0819424065116279,0.2121543057436773,4.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,0.0
