mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,F#/GbMajor_count,D#_Ebminor_count,Dminor_count
ENTP,NT,ENTP,3X5VcoBHEKSO5uQbS28x95,50,0.5758800000000001,0.1389887148553538,0.5829,0.1810884607374111,-7.140179999999999,2.24152110971682,0.6,0.4948716593053936,0.059578,0.0522325931946398,0.2840719079999999,0.2659905371880405,0.156004,0.0942781792660119,0.4527819999999999,0.1945325865257751,115.6458,32.06907478476765,0.0410459872,0.1546771442441297,3.0,6.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,6.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0
ENTP,NT,Feiern entphase🥃🥃🥃😍,4C68b3kE0ujvmXjqjM5Efc,50,0.6971,0.1328809886434366,0.7897599999999998,0.1614034822475421,-5.996899999999999,2.551157066421239,0.58,0.4985693819032897,0.101844,0.0853783276998111,0.17348292,0.2272531954652719,0.2424539999999999,0.2093130281640005,0.66134,0.2239304383608664,126.30158000000002,25.849688722785384,0.0651277516,0.1911181318413312,7.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0
ENTP,NT,ENTP,6WRsdo8A2OTM3jXS8RhX3Q,50,0.55304,0.1514198056762074,0.7504800000000001,0.1660212968881045,-5.65108,2.0097180108824486,0.48,0.5046720495044484,0.086378,0.0898572207358281,0.1139099199999999,0.1649457515729115,0.2175179999999999,0.1485487231139181,0.5147339999999999,0.2383443295584207,131.11672,32.571331406521736,0.0189098742,0.0733006553180554,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,5.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0
ENTP,NT,ENTP - 9w8 vibes,7ylRH7Hf9ETZQXDtuMrRjz,50,0.55438,0.1564458424907899,0.7678000000000001,0.1801673824927412,-5.29588,2.070662130521421,0.52,0.5046720495044484,0.1116899999999999,0.0967946664283709,0.0910839579999999,0.1452132087665906,0.1888139999999999,0.1233598436465035,0.488216,0.2303082799649377,127.94274,38.170553731319,0.0255345355999999,0.1007480619773239,1.0,4.0,0.0,5.0,1.0,1.0,3.0,1.0,0.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,5.0,2.0,2.0,1.0,4.0
ENTP,NT,Entp :(,6B4uWSz9CAphWkJhVoPsms,24,0.622375,0.13697756480851,0.7077916666666666,0.1548836812260895,-6.367666666666668,2.690547506374488,0.5,0.5107539184552492,0.0798875,0.096837938633036,0.1069809833333333,0.1586872529594328,0.2105416666666666,0.1289088181847817,0.5768333333333334,0.2325259530473528,113.29245833333334,24.32941996123957,0.0663265083333333,0.185164760818915,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
ENTP,NT,Entp,3Swa0PosZnB7Ra5yNeCgf9,26,0.6196153846153846,0.1823388223989782,0.5865769230769231,0.1533247985361593,-8.644653846153847,2.3694382109235543,0.5384615384615384,0.508391127441794,0.0674230769230769,0.0567225409000147,0.4543400000000001,0.2758529464044203,0.1634653846153846,0.0994001647576409,0.5683461538461538,0.2001833044602256,122.07696153846152,29.636859100087875,0.0481768546153846,0.1658069806081838,1.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
ENTP,NT,ENTP supremacy - a playlist,3bN8IazYXLjmFLDqvTabxI,10,0.7736000000000001,0.0926752993580873,0.7663999999999999,0.0980557664461062,-5.582299999999999,1.4387191873329552,0.5,0.5270462766947299,0.10424,0.0738303641238932,0.088446,0.0817594645829392,0.19715,0.2095188204222024,0.7275,0.2228618156815763,129.1061,31.918871093410832,0.0003132749999999,0.0007199454166231,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENTP,NT,ENTP,44mmctWU8iFW2fnVzXO52C,22,0.5797272727272728,0.1561291229409268,0.6063181818181818,0.172892035224749,-6.307227272727272,2.7790971800863025,0.6818181818181818,0.4767312946227962,0.0612272727272727,0.0380711386975961,0.2145227272727272,0.2862824576928946,0.1679954545454545,0.0847861875390242,0.4957227272727272,0.2696666830275199,126.74168181818182,34.38908872411265,0.0253200695454545,0.0571231045060828,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
ENTP,NT,Entp,71t2A8FJY8obkQbuvgnmOm,14,0.6062142857142857,0.1788807847837077,0.7364285714285713,0.1299258452915557,-6.018071428571429,1.5542857110031514,0.3571428571428571,0.4972451580988468,0.0876428571428571,0.0656123782210656,0.1606487857142857,0.1950322379876952,0.2417285714285714,0.2334131577221005,0.3961428571428572,0.2216455441752602,123.84814285714286,24.11554620462188,0.0099420407142857,0.0242342221972496,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENTP,NT,Badass Music ENTP7w8,4WYWUg8t6qYArJ46Ex1UQe,50,0.6740200000000001,0.1227784615160366,0.66092,0.1672340215362402,-6.11458,2.0473388510504087,0.42,0.4985693819032897,0.1126939999999999,0.1048650588876495,0.1631762,0.1992823065852018,0.1361919999999999,0.0736584972722642,0.504812,0.2061173725857009,134.50776000000002,29.13606641230145,0.0142246361999999,0.0457843709864451,3.0,2.0,4.0,7.0,1.0,2.0,5.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0
ENTP,NT,💆entp,4tyQ3csXapBN87lLqbayzF,50,0.63366,0.1475148709210605,0.54878,0.1649576680391001,-7.59498,2.289288843233877,0.48,0.5046720495044485,0.1137,0.137055232423625,0.31222372,0.2700154522616868,0.157898,0.1120309350317207,0.43639,0.2365428159456764,118.41408,29.97027795070391,0.0225800346,0.0786229338782447,1.0,4.0,3.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,0.0,3.0
ENTP,NT,ENTP,5MDacpAlyvoCQaexfMkspN,37,0.6665405405405405,0.1667047614121369,0.7271081081081081,0.1595205984232798,-5.57345945945946,2.1736734089068186,0.6216216216216216,0.4916723926983717,0.1212945945945945,0.1100816135266768,0.1362999459459459,0.1874257399502157,0.1918486486486486,0.1112660615662137,0.5802702702702703,0.2208420311052737,125.86159459459456,29.756458791383487,0.0449131997297297,0.1283947714781435,2.0,4.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTP,NT,ENTP💜,1sBeknyjZHB0Hg8FrxYKL0,42,0.6484523809523809,0.1468844248464944,0.6822142857142859,0.1742069887027842,-7.160952380952381,3.065650179336736,0.6428571428571429,0.4849656045851727,0.0724071428571428,0.0610398725858448,0.1682400380952381,0.2272682476610178,0.2381238095238095,0.1648623192161528,0.6524261904761904,0.2484008061920107,120.74499999999998,27.608271615763204,0.0399103471428571,0.1434707732248791,0.0,4.0,0.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
ENTP,NT,EnTp 22,0sfCrM8f0OWud9RDnqO94q,50,0.69414,0.1252514222494507,0.70884,0.1351300749013969,-5.64666,2.024163547175545,0.62,0.4903143514780145,0.0939,0.0917615565763033,0.1569588,0.1840252537026549,0.169242,0.1346883039480717,0.515004,0.2397509949416481,121.91278,25.42754975900216,0.0272720888,0.1179804711232602,0.0,3.0,2.0,1.0,8.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0
ENTP,NT,the entp seven,7E3omHKaOSTE3LtPVoL71B,50,0.7814399999999999,0.119116674067136,0.6631,0.1508180752984691,-6.1069,2.0343337198388736,0.52,0.5046720495044485,0.196788,0.1337227388048472,0.12557384,0.1544138906598385,0.156328,0.116461583470644,0.5518460000000001,0.227192631752108,124.23128,23.562426677666465,0.0041882342,0.0194773007269334,0.0,2.0,3.0,8.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,6.0,1.0,1.0,1.0
ENTP,NT,EnTp 22,0sfCrM8f0OWud9RDnqO94q,50,0.69414,0.1252514222494507,0.70884,0.1351300749013969,-5.64666,2.024163547175545,0.62,0.4903143514780145,0.0939,0.0917615565763033,0.1569588,0.1840252537026549,0.169242,0.1346883039480717,0.515004,0.2397509949416481,121.91278,25.42754975900216,0.0272720888,0.1179804711232602,0.0,3.0,2.0,1.0,8.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0
ENTP,NT,Entp,03a2wtRCc3077GmtfYqm7O,39,0.6781025641025641,0.134933861941751,0.7055897435897435,0.1739801437473644,-5.799948717948718,2.523431612420694,0.4102564102564102,0.49831023511298,0.1069435897435897,0.1020819428201311,0.1341298461538461,0.1673031818078435,0.2171923076923076,0.1696580452194717,0.546948717948718,0.2100191656314337,117.93997435897435,28.01530975761494,0.1120700776923077,0.2457419579093018,1.0,1.0,1.0,4.0,1.0,1.0,7.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
ENTP,NT,the entp seven,7E3omHKaOSTE3LtPVoL71B,50,0.7814399999999999,0.119116674067136,0.6631,0.1508180752984691,-6.1069,2.0343337198388736,0.52,0.5046720495044485,0.196788,0.1337227388048472,0.12557384,0.1544138906598385,0.156328,0.116461583470644,0.5518460000000001,0.227192631752108,124.23128,23.562426677666465,0.0041882342,0.0194773007269334,0.0,2.0,3.0,8.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,6.0,1.0,1.0,1.0
ENTP,NT,i <3 me / entp moment,10dnDgzn3DVK1YKTdE0yNe,50,0.659,0.1099153663283803,0.77676,0.1434528380154742,-4.799620000000001,1.7630710091386868,0.5,0.5050762722761054,0.087432,0.0658034315834916,0.059690214,0.1073449060642471,0.1739399999999999,0.1096434648656959,0.61382,0.1778511978352368,132.11068,25.277289046259742,0.033042838,0.1322238498804876,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0
ENTP,NT,ENTP,4cR5TjF6FMyolu1YRRnrO1,50,0.68548,0.1330740533442541,0.69666,0.1500842770048936,-6.253040000000001,2.8029042224093206,0.44,0.5014265364224069,0.084674,0.0726341736908674,0.143369788,0.1933499931892206,0.206084,0.1554555141564063,0.5990800000000001,0.2017900343406078,120.06084000000004,25.965354921085893,0.064559429,0.1948537870830167,4.0,3.0,1.0,6.0,3.0,0.0,6.0,0.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0
ENTP,NT,Entp,3NvIYJDgTuMp7IFhjlU3D9,50,0.6422199999999999,0.1550024739763063,0.7637199999999998,0.1495609956792593,-5.06662,1.8823785094005567,0.58,0.4985693819032897,0.080276,0.0471580692339874,0.065950168,0.1347110222779653,0.1876119999999999,0.1326436220302586,0.614108,0.227611474227465,128.43234,27.83900612861349,0.0222499108,0.073746146774661,2.0,3.0,2.0,7.0,4.0,0.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,1.0
ENTP,NT,entp,2LQc6nNDHLrYwG6FTdU2K4,50,0.57842,0.1613915368390341,0.7288199999999999,0.1397183303533745,-5.566840000000001,1.859868421503554,0.46,0.5034574339058886,0.077842,0.0805727965689337,0.094409783,0.1339906256407833,0.209006,0.1751678814679197,0.47259,0.2408923116588126,124.73584,28.128940935946364,0.0520237553999999,0.1724917919146081,3.0,1.0,0.0,3.0,4.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,0.0,2.0
ENTP,NT,ENTP,0oF1y0Wty5mYstr4HQhqS4,50,0.63834,0.1100075340648103,0.7825000000000002,0.1254889620318725,-5.2347,1.6227625884174637,0.42,0.4985693819032897,0.086722,0.0751250122482926,0.05749838,0.0911068166682608,0.196084,0.1749903721666435,0.6082000000000001,0.2040542144847284,124.43900000000002,26.429973626122884,0.0193127416,0.0454795113302059,2.0,2.0,6.0,2.0,5.0,0.0,2.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0
ENTP,NT,Entpannt,2T4DN52TTetNjO0uSjhr8X,6,0.5693333333333334,0.1022441522370187,0.7161666666666667,0.2114250852350938,-6.869500000000001,1.9534844509235283,0.5,0.5477225575051661,0.0360166666666666,0.0061505826282285,0.154937,0.3089478362798484,0.1226,0.0585925592545674,0.5061666666666667,0.2342361344171019,109.87616666666666,23.90622369523607,0.0113206299999999,0.0264111260460094,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENTP,NT,reze | chainsaw man,3JWhAKLuf2HWIhQzjfs04e,34,0.583764705882353,0.1593414589325683,0.6823235294117648,0.2066561659973917,-6.7783235294117645,3.608961394459952,0.5882352941176471,0.4995541684356421,0.0690882352941176,0.0731890692480612,0.206321294117647,0.2244020261884607,0.1924117647058823,0.1795683237313879,0.4605794117647059,0.2432687375192072,125.38767647058822,24.45454013460869,0.0771218876470588,0.209887873870892,0.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0
ENTP,NT,Entpannt ,0P4OYw9qXrzQMGdS2ktX7v,50,0.65278,0.0971422878134577,0.68174,0.1390917785390022,-5.954000000000001,1.650859021904682,0.58,0.4985693819032897,0.083454,0.0594768320869735,0.1894086,0.1907220849877686,0.1752399999999999,0.1141063771492305,0.4859800000000001,0.2150290431261672,118.86986,25.92946379811104,7.56282e-05,0.0003116925278624,1.0,6.0,1.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,6.0,1.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,3.0,1.0,0.0
ENTP,NT,entp,5HwVhFpnyumNZN7PbU4EWy,26,0.5905769230769231,0.1630278928470641,0.6863846153846154,0.1807061873701234,-6.9536923076923065,2.872394342972159,0.5384615384615384,0.508391127441794,0.1217192307692307,0.116128511638549,0.0772265384615384,0.1059872015270639,0.2550692307692308,0.1796910343210941,0.5059615384615385,0.2089697548965841,118.0156153846154,29.93389450115293,0.0812671307692307,0.1741728288940561,1.0,2.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0
ENTP,NT,🦊🦊🦊,5vjetUvdiUQJvze4RoRlPc,50,0.5638000000000001,0.1467125469364206,0.7432599999999999,0.1785383752266482,-6.564019999999999,3.078446278463822,0.52,0.5046720495044484,0.078354,0.0690218398148627,0.1383131819999999,0.1911224990308034,0.179072,0.1414245310245369,0.5935,0.222987072929974,133.44224000000003,31.164576762047496,0.081944882,0.2213341821305765,2.0,5.0,4.0,8.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0
ENTP,NT,Entp Home,5zgOpidqbLbV6q7ERJ4QCQ,50,0.56316,0.1566807960049178,0.59892,0.1725999077730498,-7.89012,2.5826499256320723,0.64,0.4848732213850611,0.059672,0.0499323544039987,0.2533198565999999,0.2551487520167107,0.162508,0.103815884593243,0.462176,0.1960064915209885,117.90014,32.80743970380462,0.1667931858,0.2808433571589376,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,0.0,4.0,7.0,3.0,2.0,3.0,2.0,0.0,4.0,0.0,1.0
ENTP,NT,ENTP,6MIV8NnjOm7crlxFJ26XWN,50,0.63012,0.1541031512477593,0.67658,0.1947559529885795,-6.0901,2.745164730568857,0.52,0.5046720495044484,0.078024,0.0837358713272799,0.1391812399999999,0.2042360324221293,0.1556419999999999,0.1097250033641617,0.54602,0.2364880365442857,117.95706,29.30611243925828,0.0270645378,0.0846481928042241,1.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0
ENTP,NT,entp mf ,6R2bdZ4gsKUuRZ8tVovnQ6,13,0.5988461538461539,0.0953160061355962,0.7016153846153846,0.1500402937333493,-6.393307692307692,3.3872561507463868,0.2307692307692307,0.4385290096535146,0.1138076923076922,0.1138676092481854,0.1264510923076923,0.1814548032978022,0.2196923076923077,0.193482038191053,0.5026384615384616,0.2388448224910249,129.23353846153844,25.04160544512333,0.1467160792307692,0.2749361794643208,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTP,NT,ENTP,1RDJi4nXAg01xcGK03QV5q,22,0.6134090909090909,0.1563736852454064,0.7209545454545454,0.1271011885121934,-5.797454545454546,2.03539961508142,0.5909090909090909,0.5032362797401964,0.0586818181818181,0.0429132417832342,0.0713368181818181,0.1253774964385693,0.1758681818181818,0.1115867520143328,0.6241818181818182,0.2005178145187951,114.86027272727272,28.321938695045,0.1088366509090909,0.2721868708532656,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
ENTP,NT,ENTP 3w4,09XSwLJbzYBQL8LGyiNnpQ,50,0.617,0.1514090283885047,0.66994,0.2060486776250224,-7.059200000000001,3.2295641330984464,0.58,0.4985693819032897,0.091834,0.0803985089972419,0.224851356,0.2807336027389269,0.1841119999999999,0.153486219071609,0.58516,0.2192228723356713,118.78721999999998,28.43532553313048,0.0275159564,0.0967382780239753,0.0,8.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
ENTP,NT,entparadigm,5pbAdCpIbYm0yhitqQrFQM,35,0.6233142857142858,0.103511514400309,0.7277142857142856,0.1338077135358073,-5.465142857142858,1.6055199477181867,0.3428571428571428,0.4815939919779353,0.1042028571428571,0.0752829661450493,0.0927062285714285,0.1178356376598816,0.2324828571428571,0.1830976683851196,0.5909428571428571,0.160964545394163,129.75411428571428,32.8180723183498,0.019959062,0.1036862829484104,2.0,5.0,3.0,1.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0
ENTP,NT,entpvibes,1bKr5vDFgf8gHPAVtOkC6j,38,0.7076578947368422,0.1181330620164991,0.7209736842105263,0.187437843656793,-6.623473684210526,2.974301432740514,0.5789473684210527,0.5003554924018236,0.1459184210526316,0.1247697508716543,0.0603000789473684,0.0857630414725589,0.2251657894736842,0.1396133817568219,0.5556289473684211,0.2194967695482219,122.31965789473682,28.357726981944506,0.1032165760526315,0.2376125118594118,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0
ENTP,NT,entpvibes,1bKr5vDFgf8gHPAVtOkC6j,38,0.7076578947368422,0.1181330620164991,0.7209736842105263,0.187437843656793,-6.623473684210526,2.974301432740514,0.5789473684210527,0.5003554924018236,0.1459184210526316,0.1247697508716543,0.0603000789473684,0.0857630414725589,0.2251657894736842,0.1396133817568219,0.5556289473684211,0.2194967695482219,122.31965789473682,28.357726981944506,0.1032165760526315,0.2376125118594118,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0
ENTP,NT,ENTP,1LGm4YThR52SMQ06aZ1biC,21,0.6782380952380952,0.1717349425020734,0.7587142857142857,0.146276157611944,-4.632238095238095,1.490328349886759,0.4761904761904761,0.5117663157191589,0.0747571428571428,0.0917520221653374,0.0383357142857142,0.0511269655437743,0.1725571428571428,0.0973848015422764,0.6500476190476191,0.2022215310471355,125.05085714285713,31.26240926621893,0.0173998523809523,0.0736589458465675,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
ENTP,NT,Entp,78Kk0o2LjF4x6t2zVzGQDs,35,0.5746571428571429,0.1244061051218815,0.7187714285714285,0.1410331804335181,-7.219457142857144,2.275832586405366,0.4,0.4970501217477085,0.0506828571428571,0.0392610680214493,0.153744,0.1637291593989006,0.1748485714285714,0.1149829996933781,0.4269114285714286,0.2465053307757062,126.8371714285714,31.88423852228901,0.2866264985714286,0.3497707738588128,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
ENTP,NT,entp entp entp,7hhN08jWcEvGnXqyN8ecrp,50,0.6408400000000001,0.1494357223090945,0.7678800000000001,0.1603672621687799,-5.4771,1.9128440013418209,0.6,0.4948716593053935,0.100038,0.0907381585910238,0.11487499,0.1625993292009436,0.250462,0.2186049020960147,0.6187400000000001,0.2118296205993517,120.35512,29.66030470183532,0.0889831737999999,0.2227770686304639,1.0,2.0,1.0,4.0,8.0,1.0,4.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0
ENTP,NT,entp,2p6Tsk5Me0QD5zQCysY9vU,50,0.54014,0.1477305890422681,0.57512,0.1994353907962195,-8.066600000000001,2.9673563029355656,0.6,0.4948716593053935,0.074214,0.0699414478441118,0.3342077968,0.3049695322077487,0.206168,0.1791401189583398,0.411006,0.2300586796574175,120.96326,30.706204816569937,0.0942705118,0.1876895490159676,1.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0
ENTP,NT,ENTP,3Mo3UOMBwqgbMyjZKZx03D,50,0.718,0.1394483299817315,0.68912,0.1459272449418768,-5.83366,2.561478866608436,0.6,0.4948716593053935,0.2335839999999999,0.1414449865798411,0.155370744,0.1542701433708959,0.21178,0.1657018505186533,0.461668,0.2044076104258352,131.90501999999998,29.33923541808748,0.0688019282,0.1785839158551646,0.0,4.0,1.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,9.0,1.0,2.0,4.0,1.0,1.0,0.0
ENTP,NT,ENTP,1MIdUtzhgvaSbRA68IT9RV,50,0.58268,0.134505510091215,0.57062,0.1913716215927021,-7.64714,3.22763987199088,0.68,0.471212071499161,0.0604,0.0571042369492056,0.3277775579999999,0.3176022969437271,0.1833919999999999,0.1386090741794993,0.449318,0.2565154470345732,131.24128000000002,27.67704154373941,0.0526769982,0.1704429839364819,2.0,6.0,4.0,3.0,1.0,2.0,2.0,3.0,0.0,4.0,2.0,0.0,6.0,2.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0
ENTP,NT,Entp ,5q6EV1BQw41p5E7gOMFiw2,50,0.62092,0.1488339493858707,0.74202,0.135632831194955,-5.435739999999999,1.8757852865465408,0.48,0.5046720495044484,0.076812,0.0677774378207897,0.09776231,0.1349604927695543,0.19964,0.1391333217618619,0.5627559999999999,0.2202407163231417,122.20614,29.867671949348136,0.0679039848,0.1989252153452327,1.0,1.0,1.0,5.0,3.0,2.0,12.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,3.0,0.0,0.0
ENTP,NT,ENTP 💜🌑,0kDByZMYYUCb7hlyFCFJNu,21,0.6584285714285714,0.1562931768915621,0.7260476190476189,0.12042029571068,-5.107285714285714,1.8892672426858288,0.5714285714285714,0.50709255283711,0.0636714285714285,0.0643265741576305,0.0951790476190476,0.1044429799414379,0.1989904761904762,0.1133299338425727,0.6409523809523809,0.2058677916019104,114.34309523809524,26.030646484297623,0.064745238095238,0.1964781160299779,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
ENTP,NT,what being an ENTP sounds like,6SmiTof5o2kIEnp5DamB3m,50,0.6177799999999999,0.1367748470132948,0.728,0.1633661219345013,-6.021559999999999,2.632189429012296,0.44,0.5014265364224069,0.090326,0.0921292056553939,0.14402804,0.2043302102779793,0.1826239999999999,0.1205409754365032,0.554376,0.1969768851662446,120.47768000000002,28.75323753159932,0.0302138558,0.0868217491722002,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,1.0
ENTP,NT,Entp,5Yi7bN9BTuOBQc9EI4xiiO,8,0.72525,0.1437694086276453,0.7086250000000001,0.1277597494183069,-5.1915,2.060831454950716,0.5,0.5345224838248488,0.0996625,0.1061598113021791,0.1665425,0.182003248224546,0.195875,0.1047642762177478,0.5193749999999999,0.1871507700071942,116.546125,32.63460402017422,0.15239525,0.3172674690593997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
