mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/BbMajor_count,Bminor_count,A#/Bbminor_count,BMajor_count
INFJ,NF,INFJ ✨️,7a4DEMxso4K8rVYTDeJ8Ow,50,0.62216,0.1177452039839606,0.689318,0.1773399222869309,-6.89914,2.872813617699697,0.74,0.4430874976934519,0.05604,0.0466230607738098,0.1937641064,0.2724784226225638,0.169106,0.1410540704112853,0.610218,0.2141731625272848,122.92718,26.767714310637707,0.1102642039999999,0.2254123339101984,1.0,6.0,0.0,4.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0
INFJ,NF,infj thinking moments,6hb3dUyq17hDPsIJKcNAHV,50,0.62598,0.1218973288284456,0.53044,0.1547457638469351,-6.64054,2.217516318049616,0.64,0.4848732213850611,0.098,0.1059705503950055,0.382878,0.2487396592374264,0.167534,0.1132315482287764,0.48382,0.2059504289475345,129.86879999999996,35.72700269761098,0.0102684296,0.0356142733481673,1.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,4.0
INFJ,NF,infj-t ✧,114BOsMEQHpVyVy6vnQTcp,22,0.5070454545454545,0.1820639545593348,0.508909090909091,0.1771574250398589,-8.29209090909091,3.5911530037167583,0.5454545454545454,0.5096471914376255,0.0534772727272727,0.0590976426233429,0.4535136363636363,0.349942417433898,0.2321636363636363,0.1551494933326734,0.3421272727272727,0.2228034093562735,103.05781818181818,31.21517765086228,0.0528669863636363,0.1987006172321764,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
INFJ,NF,infj,2J3Oq3AInb5lcbVVuk8HpL,50,0.6030599999999999,0.1323166286000426,0.6154,0.1578616030397693,-7.07748,2.0597904216751006,0.56,0.5014265364224069,0.071938,0.0742129530747943,0.229317186,0.252938179416194,0.2061119999999999,0.1293465660107585,0.48498,0.2282345276066633,118.44176,27.29856765888897,0.022138006,0.102842772369739,2.0,8.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,0.0
INFJ,NF,Infj x entp,5IT0CDzG5eTlBruFQDsxF9,26,0.6338461538461538,0.1189210468530082,0.6807307692307693,0.2263476189744098,-6.493307692307692,3.3514811504077504,0.5769230769230769,0.5038314736557788,0.0509192307692307,0.0302551948495562,0.1897021538461538,0.2831282734546576,0.1610961538461538,0.0906462905176785,0.5997692307692307,0.185507586409248,117.6678076923077,22.162134482074112,0.009351473076923,0.0213695186226841,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0
INFJ,NF,Infj,1vK5YhGGBF6WiBW8EGCLM8,50,0.5646800000000001,0.121267866766939,0.533472,0.169751019401225,-8.290519999999999,3.511628154504717,0.68,0.4712120714991611,0.06416,0.0804776683437139,0.3885329999999999,0.3123964930507513,0.150176,0.0885783650740047,0.4259820000000001,0.2212038635766213,116.6394,35.20201423098353,0.0621005022,0.1819693599318285,3.0,6.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0
INFJ,NF,infj,7yyFHLbZX3qgGCt88OpihQ,29,0.666655172413793,0.1470457353202127,0.551551724137931,0.2040286370318246,-7.417000000000001,2.995401094058309,0.6551724137931034,0.4837252813149744,0.104303448275862,0.1293740023640172,0.2987296551724138,0.3020960137993354,0.1924379310344827,0.1003803922721432,0.5780689655172414,0.2421743662019582,113.1403448275862,28.82656719723748,6.229310344827587e-06,1.4723184809543096e-05,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0
INFJ,NF,infj cult ,7wv70Bkfb0MSFwXJ80xjU9,50,0.6149800000000001,0.1013924462830703,0.7381,0.1465337253094359,-4.413360000000001,1.6861955216234137,0.48,0.5046720495044485,0.077724,0.069703903091021,0.1712512199999999,0.1815700336063408,0.18745,0.1251846640049843,0.51414,0.1689330274253736,123.61154,29.208380142335585,0.000311876,0.0011749850668768,2.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0
INFJ,NF,DOUBLE INFJ,6SAPQ7jBFjWlQ0oN1AqusK,17,0.5824705882352942,0.1080960901507651,0.5084705882352941,0.2104338131239424,-7.987294117647059,2.7659216765100627,0.8235294117647058,0.3929526239966878,0.1164941176470588,0.1200058252262584,0.4833823529411765,0.3428569421699342,0.1425529411764705,0.093219680846154,0.4113529411764705,0.2007697503287256,111.01741176470588,29.14209272911527,1.994117647058824e-06,4.568022081305444e-06,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0
INFJ,NF,Infj,1tV2liYKikq2D5vFnPRgIE,50,0.55794,0.143547391022574,0.6972600000000001,0.1977832053702503,-8.248980000000001,3.3921045751231524,0.6,0.4948716593053935,0.05223,0.045970355354604,0.2269338025999999,0.2926148447051374,0.196766,0.1244554909538804,0.521492,0.2502871859382696,127.82998000000002,28.680325028393348,0.2225192496,0.3233995382016419,4.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0
INFJ,NF,infj,0OyiBmB7UN2wZUCfXFldya,50,0.522814,0.1472896743405556,0.560052,0.1868967970592872,-8.44764,3.910129455344289,0.56,0.5014265364224069,0.055592,0.0539913063296645,0.36369948,0.3405719493578976,0.13615,0.0765349893306109,0.391886,0.1846978845994458,113.82732,27.17810154911262,0.0790318815999999,0.1931977795766023,4.0,5.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,2.0,6.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0
INFJ,NF,INFJ/INTJ,5CStUmcoi2wvtxn0A8kBg4,12,0.5454166666666668,0.1076504936722483,0.7885833333333333,0.1242017847429469,-5.841166666666667,1.4392403193941228,0.25,0.4522670168666454,0.1097666666666666,0.0814757446710183,0.1274564833333333,0.2096088444370168,0.2025166666666666,0.2160480621332094,0.4816666666666667,0.1836802227852096,140.53400000000002,33.57778559486235,0.0013000491666666,0.0040250922815608,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
INFJ,NF,INFJ ,6SFksFdWOroKz2hdBQUTVl,50,0.50262,0.1593913026075726,0.37748,0.2375409971060205,-12.4195,6.798375530002647,0.84,0.3703280399090204,0.063338,0.0573072488558696,0.5977739999999999,0.3430152735398711,0.173866,0.117780268625738,0.297442,0.2135369385337519,116.50021999999998,32.193153756464234,0.2316458098,0.3581254249510045,1.0,2.0,0.0,7.0,0.0,6.0,0.0,3.0,2.0,4.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,4.0
INFJ,NF,infj,0orl46UhHRXojf8ZItBfgA,18,0.5826111111111112,0.110981789120287,0.6280555555555555,0.1493308495066544,-6.872777777777778,1.955797732701884,0.6666666666666666,0.4850712500726659,0.0398944444444444,0.0130988312106449,0.1481127777777778,0.1853549747917907,0.1473,0.0995729233216718,0.4093388888888889,0.1903757187275881,117.01916666666664,27.803184168576173,0.0465162472222222,0.1371612140367789,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
INFJ,NF,infj smoke mix,1hBm1X5tuUT0ZzOx2QBNt5,50,0.71072,0.11475422539017,0.71278,0.1631049855967946,-6.053380000000001,2.7964021921032742,0.66,0.4785181206984066,0.127712,0.1219375210373521,0.147319,0.2167062605091914,0.2155979999999999,0.1500553496383986,0.488536,0.2347958025213242,118.42574,29.75361452561997,0.1120467758,0.2159468691754978,0.0,4.0,2.0,7.0,1.0,7.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,3.0,2.0,4.0,0.0,1.0,5.0,1.0
INFJ,NF,leo ✦ ✧ infj,2QOceFDNlMbLvDZ4JZ3QxD,50,0.5546800000000001,0.1614272364040877,0.5967399999999999,0.1839250967771658,-7.078199999999999,2.6425500130420563,0.52,0.5046720495044485,0.069576,0.0816446420502301,0.2448885999999999,0.254244234835285,0.2119559999999999,0.1942089703050268,0.384246,0.2419699080717371,126.04768,33.36879360037594,0.0315824364,0.1134256705098843,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,5.0,4.0,0.0,3.0,4.0,4.0,0.0,4.0,0.0,3.0
INFJ,NF,infj,7ewJEUHf1kmSfFg6p9mZOy,50,0.45864,0.1898800652613998,0.3462979999999999,0.1912526830437381,-12.118360000000004,4.482198917167915,0.58,0.4985693819032897,0.062118,0.0557388981899406,0.5936934,0.3299568554579739,0.16065,0.1148624487935772,0.239114,0.1730847226897031,111.88622,30.47714848550886,0.2260398451999999,0.2704532933197029,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,0.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0,0.0,3.0,3.0
INFJ,NF,Infj-tunes,3UrvDHasRRMFOTOOlLCD5I,50,0.51994,0.1370190527493404,0.4625899999999999,0.2058016959629451,-9.86756,4.350030697334802,0.72,0.4535573676110727,0.04596,0.0381228518966602,0.4366905059999999,0.3580399524319816,0.1780599999999999,0.1252899119674697,0.36472,0.1949279343548192,117.91152,29.84843716979473,0.0713227028,0.2012330235075769,1.0,7.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,0.0,5.0
INFJ,NF,Infj,1K1NJmLPq0PJ271izjli5h,29,0.5018275862068965,0.1335167375718215,0.5254413793103448,0.2447493317038029,-9.76489655172414,5.593312520609049,0.6206896551724138,0.49380397379124,0.0396931034482758,0.0273793187204513,0.3985626655172415,0.3311653422313632,0.1811620689655172,0.1218609524176548,0.3495931034482758,0.2446932670727556,112.64603448275862,31.0326042165825,0.3149152406896552,0.3681592730369586,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0
INFJ,NF,INFJ raps,2K5XrVtTsaW9wyvFSR42uy,50,0.6380399999999999,0.0987623327354459,0.56646,0.105989065666305,-8.34676,2.6700503057249767,0.58,0.4985693819032897,0.182198,0.1213333180851451,0.3039331999999999,0.2549772335770632,0.1779639999999999,0.116020805241903,0.46458,0.1831610298539044,123.9105,37.00919501534278,7.433159999999999e-05,0.0002701597704561,1.0,2.0,3.0,7.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0
INFJ,NF,INFJ,4ufZ8PHqSoowMXvRF38QNG,50,0.5463399999999999,0.1375791586613291,0.61774,0.2166487621068927,-8.906500000000001,4.228820973572967,0.72,0.4535573676110727,0.0452,0.020397248714031,0.2294568981999999,0.2323148617992457,0.2132379999999999,0.1909477916572368,0.510088,0.2254450733051201,117.22294000000002,20.755954775171865,0.0770422446,0.2201079801011449,0.0,6.0,5.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,2.0
INFJ,NF,Infj/infp,1e4BKHIVcQkiAR4NWF5Jmn,50,0.5948599999999999,0.1317911164204437,0.63202,0.1972998846674673,-5.76022,2.7073597974892856,0.7,0.4629100498862756,0.0706199999999999,0.0581879747728279,0.29550384,0.2748363029033947,0.153352,0.1235673644913855,0.425764,0.2050660647753522,124.31572,29.890885014338537,0.0127274613999999,0.0581484584419072,3.0,7.0,1.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0
INFJ,NF,Infj 4w5 Capricorn🍂🍂,35lFKRjmS2rM0Eb3057teB,50,0.5595800000000001,0.1333569844669654,0.5707800000000001,0.2520418891326421,-9.07208,4.366725045857874,0.88,0.328260722659316,0.0566459999999999,0.0472757227683015,0.3601444219999999,0.3123864622447554,0.158274,0.181280249619314,0.4987999999999999,0.1773364149903585,121.96069999999996,31.88491549450676,0.0283699568,0.1312209118591016,3.0,2.0,0.0,2.0,1.0,6.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,10.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0
INFJ,NF,INFJ,0if47lB7jA7a8InDapdOED,50,0.54156,0.1640838710376308,0.50242,0.205132121684876,-7.724,3.691682211542647,0.76,0.4314191105869,0.0463279999999999,0.0264914313447551,0.5020142900000001,0.3065116628381655,0.12885,0.0715476585848872,0.415602,0.1898135008316299,120.61644,29.97548634873612,0.0279758096,0.1111319638266689,2.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,4.0
INFJ,NF,Infj/infp,1e4BKHIVcQkiAR4NWF5Jmn,50,0.5948599999999999,0.1317911164204437,0.63202,0.1972998846674673,-5.76022,2.7073597974892856,0.7,0.4629100498862756,0.0706199999999999,0.0581879747728279,0.29550384,0.2748363029033947,0.153352,0.1235673644913855,0.425764,0.2050660647753522,124.31572,29.890885014338537,0.0127274613999999,0.0581484584419072,3.0,7.0,1.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0
INFJ,NF,Infj 4w5 Capricorn🍂🍂,35lFKRjmS2rM0Eb3057teB,50,0.5595800000000001,0.1333569844669654,0.5707800000000001,0.2520418891326421,-9.07208,4.366725045857874,0.88,0.328260722659316,0.0566459999999999,0.0472757227683015,0.3601444219999999,0.3123864622447554,0.158274,0.181280249619314,0.4987999999999999,0.1773364149903585,121.96069999999996,31.88491549450676,0.0283699568,0.1312209118591016,3.0,2.0,0.0,2.0,1.0,6.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,10.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0
INFJ,NF,INFJ,0if47lB7jA7a8InDapdOED,50,0.54156,0.1640838710376308,0.50242,0.205132121684876,-7.724,3.691682211542647,0.76,0.4314191105869,0.0463279999999999,0.0264914313447551,0.5020142900000001,0.3065116628381655,0.12885,0.0715476585848872,0.415602,0.1898135008316299,120.61644,29.97548634873612,0.0279758096,0.1111319638266689,2.0,4.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,4.0,0.0,4.0
INFJ,NF,my INFJ vibes >>>>>,2hcAUR19SlEk47UmUXISK1,50,0.6237999999999999,0.1427724034387369,0.5992800000000001,0.1604932499057394,-6.717939999999999,2.1207646812084606,0.52,0.5046720495044484,0.077784,0.0585294217309829,0.303524786,0.2665170879325851,0.1767499999999999,0.1296340567654556,0.45446,0.1768511665272265,118.4743,28.57127954478992,0.020349242,0.1309410525797595,2.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,5.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0
INFJ,NF,infj,0B9r59zF1OXwG843dD7lHH,50,0.57328,0.141483977603004,0.48718,0.1734297116931213,-7.333320000000001,2.690253052660091,0.78,0.4184519575964801,0.05901,0.0573061141091045,0.5418024,0.297287810595753,0.1430779999999999,0.0828016003246708,0.3381019999999999,0.1917225402630007,114.653,28.338454895734014,0.0136560765999999,0.0605909300323827,0.0,3.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,3.0,1.0,5.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0
INFJ,NF,INFJ-T,6cmgKZ3qQHt8ohWzNB1xet,50,0.57014,0.1504544150911104,0.80068,0.1179211843321025,-5.0002,1.592200172012019,0.72,0.4535573676110727,0.057674,0.0344523913449814,0.030807928,0.0477987018553767,0.191534,0.1407428536772808,0.5844600000000001,0.2383098831525106,130.08298,23.42474294458746,0.0118586842,0.033104281638288,0.0,7.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,7.0,2.0,1.0
INFJ,NF,infj,6dGXucUoX2pMkHpwqf429t,50,0.6376000000000001,0.1392208640240098,0.76068,0.1711661610654324,-6.81224,3.3206285276699514,0.62,0.4903143514780145,0.10128,0.0985413018143423,0.133171934,0.1955566349190377,0.2095659999999999,0.1832420197443806,0.366942,0.2346696132516382,122.27782,17.17070780123843,0.4996588056,0.3678553241467596,3.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,11.0,2.0,7.0,0.0,1.0,1.0,2.0,3.0,1.0
INFJ,NF,infj girlies♡︎,7FpmxTJLnIkPKSpqRMuvyz,50,0.5548200000000001,0.1099609745244527,0.5602,0.1708588150897622,-7.894880000000001,2.657123307454964,0.64,0.4848732213850611,0.04932,0.0411095003668028,0.45056028,0.323270281587079,0.1243539999999999,0.0602497767291993,0.373058,0.1732147682938785,116.6241,26.51179977358561,0.0004667977999999,0.0013686008328235,3.0,9.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,3.0,2.0,7.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0
INFJ,NF,Infj ,6AOj9fJGrrsA400sicxXTu,50,0.60262,0.1088267467873892,0.7082999999999999,0.1676339854004088,-4.81212,1.920376851196724,0.5,0.5050762722761054,0.072062,0.0704834787125931,0.1723888,0.1853312556835044,0.18392,0.0958069380982144,0.4948599999999999,0.1609039528439756,119.00096000000002,29.274120033802376,0.0001499466,0.0006038784273872,4.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,3.0,2.0,2.0
INFJ,NF,Infj-T,5GA1EDLyM5KqLdXaCD9lda,50,0.6042045454545454,0.136202410856212,0.6121136363636364,0.1623568014359603,-5.670272727272728,2.052943177813728,0.7272727272727273,0.4505106334669668,0.0531227272727272,0.0306183473164213,0.2359290909090909,0.2576603318307929,0.1758068181818182,0.1372750801378381,0.4073477272727271,0.1670280417741303,125.77302272727272,34.26694331716497,0.0005161318181818,0.0026385594075822,1.0,6.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0
INFJ,NF,intj/infj ☆,1vI8MAM2u4BkrtEYlXUqwJ,50,0.4613,0.1567130811257259,0.44582,0.2271054497499398,-10.833139999999998,4.612635131630403,0.5,0.5050762722761054,0.040328,0.0131091810793591,0.41928928,0.3640334086011853,0.142578,0.0830538951893434,0.2723159999999999,0.1809301380113781,116.96162,26.046571075898587,0.183443612,0.3085058364379643,3.0,7.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0
INFJ,NF,Infj vibes,14HGkIZKEvLmC5lHgVY9qn,36,0.5458611111111111,0.166185980632333,0.5336944444444445,0.203886637892509,-7.89863888888889,2.829152120868701,0.75,0.4391550328268399,0.0661833333333333,0.0620952195077389,0.3572461111111111,0.3183878938050052,0.1654,0.1220402205363929,0.3386388888888889,0.1499842187465597,118.00202777777776,29.38098013972024,0.0804625827777777,0.2038261660019525,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,1.0
INFJ,NF,infj,3YWrlwqKPVKvQVavnWva6Y,50,0.58588,0.1291827751201959,0.62518,0.1388472497945501,-6.368340000000001,2.433148406438683,0.46,0.5034574339058886,0.075484,0.063385784667851,0.2789845179999999,0.2179082511211202,0.157362,0.1253500321792816,0.427834,0.1954284102025233,121.3565,31.94856667874993,0.0238823459999999,0.1192131751610763,2.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,6.0,2.0,2.0,0.0
INFJ,NF,Infj homossexual,1IKszu65JzRs77JMgWqcxH,50,0.61278,0.1420557938678622,0.6108,0.2151147771468496,-6.862219999999999,3.540308013176716,0.5,0.5050762722761054,0.0747,0.0720566075657017,0.266731894,0.3141635743999576,0.1836479999999999,0.1480621825243622,0.53144,0.2242324923204594,123.79304,27.21596562116151,0.0587837082,0.1859122639984,2.0,6.0,4.0,5.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,6.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0
INFJ,NF,Infj taste,0ujxEXbdGptzNmqFAYpCjX,50,0.52352,0.143850154462119,0.532918,0.2217822094869152,-8.98648,3.72538809505473,0.52,0.5046720495044484,0.042706,0.0195769169572489,0.40058536,0.3351778987349219,0.151432,0.0917443062571854,0.4110060000000001,0.2240132743971268,116.08666,25.717431428706178,0.0058268174,0.018581224136442,3.0,5.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0
INFJ,NF,INFJ,7mb8xYUp94bumGIg6N5OAK,33,0.5583636363636363,0.1262303990184758,0.6264545454545454,0.174412960188795,-7.033272727272727,2.59341492140102,0.5454545454545454,0.5056498968474316,0.0587090909090909,0.0504910472487225,0.2629257575757576,0.2545799328431826,0.1418454545454545,0.0728791512149955,0.4220727272727272,0.214396011029717,117.1168181818182,30.946671351147103,0.001506419090909,0.0042463163807818,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,5.0,1.0,1.0
INFJ,NF,INFJ,5iY8XxjwhUBEXHDhrl7Q52,41,0.5538536585365853,0.1463600971876573,0.6320000000000001,0.1682716553671473,-7.757,2.8605353782115683,0.4146341463414634,0.4987789969564457,0.0617390243902438,0.0617390349699798,0.2310937902439024,0.256760107784414,0.1840829268292683,0.1287861151336568,0.3745756097560975,0.2153593227381715,112.8038536585366,25.575287785830465,0.1128500543902439,0.2419959045589255,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,0.0,4.0,1.0,1.0
INFJ,NF,INFJ (~‾▿‾)~,4Wlqnv3EuP0m1xxa4xHY9b,50,0.55774,0.1444657730808122,0.6858200000000001,0.1969453140714291,-6.857339999999999,2.952769966299026,0.64,0.4848732213850611,0.05261,0.0397692438336717,0.2426510279999999,0.2912195630045229,0.1642559999999999,0.1388275352914616,0.455788,0.2377256570425803,123.09968,31.415821345848745,0.1741341282,0.3092133949727886,1.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,4.0,1.0,2.0
INFJ,NF,Infj Songs,77PrYEUXvBhGMmLou5Bcc0,50,0.5981600000000001,0.1200146861761475,0.7082,0.1737672616590645,-5.60118,2.1850921681396662,0.44,0.5014265364224069,0.102098,0.1007971097941659,0.1618806,0.1912170579596253,0.175842,0.1254841108569169,0.4518960000000001,0.2065788429414309,111.84038,26.66673818340835,0.0011544953999999,0.0041492915726108,1.0,3.0,6.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0
INFJ,NF,infj *ੈ✩‧₊˚      ,2UQW5tOTF6z8ILvLSmGWaz,21,0.4680952380952381,0.1455396525905929,0.4981428571428571,0.1942725625800735,-9.482142857142858,2.5951072094561773,0.5714285714285714,0.50709255283711,0.0391285714285714,0.0170914055260865,0.3869040476190476,0.3474823082064,0.1376428571428571,0.0702856427119263,0.3154,0.212517869836868,111.9634761904762,29.89156517082879,0.1976147619047618,0.2915071437287437,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
INFJ,NF,INFJ,72u1WzJYneY3abmNUQWI3K,50,0.40046,0.1156449898329771,0.254766,0.1765864228608063,-12.814239999999998,3.726418330498813,0.76,0.4314191105868999,0.0329499999999999,0.0058656819287953,0.8069000000000002,0.1908113984957878,0.139944,0.0669051907934058,0.278734,0.1556487642096782,116.72176,32.89636145226957,0.0127692253999999,0.0511892868809099,1.0,4.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,7.0,5.0,4.0,0.0,2.0
INFJ,NF,INFJ🍏 / Advocate🪄,4ldKaQ68oYugA1y1Gl1d5V,50,0.5496,0.1126056873178549,0.47534,0.1612330813778991,-8.93842,2.7419699985705943,0.68,0.4712120714991612,0.047756,0.0398057844222342,0.4665177,0.3337223682044855,0.157788,0.1145193516130682,0.36202,0.204050386934608,117.43368,27.87404199612307,0.0738219178,0.2116738153610773,4.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,7.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0
