mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,Eminor_count,Aminor_count
ESFJ,SJ,★━ ESFJ Vibes ━★,1WbGBiriToKwYWxzEz0LkL,50,0.5798000000000001,0.1219797574374117,0.61224,0.20427877710499,-7.30774,4.35330461767675,0.66,0.4785181206984066,0.0570639999999999,0.0509353001365457,0.30753608,0.336076562620802,0.155468,0.0972857508705616,0.4632820000000001,0.2326137849197546,126.45654,27.46929080621352,0.066848142,0.1770224958027692,1.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
ESFJ,SJ,esfj girl.,5Xnk0CNixQOMFuLWNiSCQZ,50,0.59564,0.1406220524407642,0.5649599999999999,0.1756556185452962,-7.004459999999998,2.894003767186525,0.4,0.4948716593053936,0.1134139999999999,0.1168960256826901,0.29263984,0.2970575998987511,0.179176,0.1368122213182755,0.3912799999999999,0.2005822188794715,130.0979,34.47313878964612,0.0109651752,0.0601626643993017,2.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,6.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,4.0,3.0
ESFJ,SJ,This Is SFJAZZ Collective,37i9dQZF1DZ06evO2mIPPY,50,0.45012,0.0988285755585841,0.500158,0.1854838439413667,-13.18464,3.241456423477897,0.5,0.5050762722761054,0.070518,0.0364173242581391,0.5843256,0.2595222004436268,0.667196,0.2155547479677229,0.437076,0.2134799427179451,119.57963999999998,27.492813565462992,0.40607808,0.3096169405150691,1.0,8.0,3.0,6.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0
ESFJ,SJ,ESFJ (PDB),1JCPkiu7X1K0bTkT5PjHnl,50,0.6302400000000001,0.1019528822745175,0.67202,0.1938495619109344,-5.73424,2.8243774864777635,0.6,0.4948716593053935,0.0763959999999999,0.0692531557079546,0.25452714,0.2686108700342781,0.172012,0.1463888540420858,0.5469180000000001,0.2353904300674667,117.41988,26.52458052036308,0.00838526,0.0536929810271401,1.0,5.0,3.0,4.0,0.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0
ESFJ,SJ,ESFJ,7mCdobNDA0ZDlU0GGyuWww,50,0.60638,0.1220685471531533,0.57806,0.1951055611713823,-7.174740000000001,1.898640596504214,0.56,0.5014265364224069,0.0749679999999999,0.084097619272765,0.4295244000000001,0.2917039718210282,0.1740939999999999,0.1360296417427211,0.403834,0.2285501593764931,114.3671,23.708237570601515,0.0006881758,0.0028446852247319,1.0,6.0,6.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0
ESFJ,SJ,This Is EDF,37i9dQZF1DZ06evO1pDV5j,50,0.6587199999999999,0.1245519381869364,0.6523400000000001,0.1716393478031355,-8.294580000000002,3.981055829032991,0.56,0.5014265364224069,0.3357220000000001,0.1441968230989737,0.13397,0.1533171502048572,0.241712,0.1693144805456668,0.4183,0.1757603017563106,128.236,22.4389293807682,0.0078145472,0.0525844171612842,0.0,2.0,3.0,15.0,6.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0
ESFJ,SJ,ESFJ,6BQWUdk1xVfWdgKQKuUnUu,50,0.62312,0.1256162994753369,0.53772,0.1417643978218647,-7.34362,2.078080824673947,0.78,0.4184519575964802,0.084626,0.0767477442598777,0.3269122,0.2634536361122684,0.15756,0.120637640925887,0.492818,0.2001260803511993,115.11968,28.81778534200641,0.0004633057999999,0.0015657287131362,1.0,8.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,5.0,0.0,3.0,5.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0
ESFJ,SJ,|ESFJ vibes|,4nOkl70qd78MbPq4DL6FLb,50,0.6727599999999999,0.148067491505787,0.6903800000000001,0.1349072077165544,-5.557500000000001,1.7388455852627498,0.7,0.4629100498862757,0.079414,0.0783805161389237,0.1825314,0.1801316108306618,0.17149,0.1207823464090743,0.48046,0.2115311729813295,117.17158,32.93562882232615,0.003381272,0.0211620640246992,0.0,6.0,4.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0
ESFJ,SJ,Esfj 😇,0pV8ICgtqsaD7BT1Xvnflp,50,0.6057000000000001,0.1324821512814585,0.56874,0.1721160986908878,-7.2835,2.461333662460086,0.8,0.4040610178208843,0.103636,0.0982881701520418,0.312685552,0.2904570298722878,0.1512639999999999,0.1040645909313743,0.4424280000000001,0.2225537046308102,127.45984,33.19582578833966,0.0236038822,0.0975991051525872,2.0,5.0,2.0,5.0,7.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,8.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
ESFJ,SJ,ESFJ vibes,6VfTmFmtJUSQhyQFsQvOsI,34,0.5131176470588236,0.1369728494896934,0.5677058823529412,0.1557022273466665,-7.7681764705882355,2.8976643517128005,0.5294117647058824,0.5066403971048988,0.0481882352941176,0.0397140442657627,0.3438520882352942,0.2760113204437695,0.154385294117647,0.0992355420577054,0.3349705882352941,0.2086451424605202,126.68679411764704,34.130001089221594,0.0628786282352941,0.2049375027673469,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0
ESFJ,SJ,esfj ♎︎,00Nk7vRZ0qMwObSUhY7hR3,50,0.6713799999999999,0.1378943532312372,0.65074,0.1329108662500811,-6.44192,2.2551974422816,0.52,0.5046720495044484,0.090954,0.0715724072074524,0.144251,0.1767464309399202,0.1591919999999999,0.0843203774727251,0.39497,0.1992757204355363,113.0478,22.28900855780256,0.0184846086,0.0603101400754663,3.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,4.0
ESFJ,SJ,esfj // the authentic ,3aVsLjJaHunrEhlVRp9AxT,36,0.5741111111111112,0.1480613343522161,0.556377777777778,0.2015358048459891,-8.281972222222223,3.668814900023565,0.7777777777777778,0.421637021355784,0.0468222222222222,0.0275548710872491,0.31524575,0.3315520379883828,0.1548611111111111,0.1022104810889981,0.4368027777777777,0.2177117366560144,118.96836111111112,29.20339920347119,0.0939414611111111,0.2288421137897608,0.0,9.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0
ESFJ,SJ,esfj x istj,3bF3pdi4J3BWhPzcFbVcyK,50,0.54564,0.1145525028900169,0.51282,0.1825284646518544,-7.748660000000001,2.497990478977297,0.8,0.4040610178208843,0.052866,0.0452146337607908,0.47014816,0.3231055308003405,0.1447519999999999,0.1000042718271248,0.359942,0.162062840029315,115.66372,29.1491557220403,0.0073638672,0.0405738688487735,0.0,9.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,2.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0
ESFJ,SJ,istp x esfj,07uL3T6J8OCQkntU1pvQRC,39,0.5791282051282051,0.1385318089042101,0.5322820512820514,0.1698671227936937,-8.004615384615384,2.604248427952665,0.9487179487179488,0.223455865030959,0.0480128205128205,0.0204733868265889,0.4048648717948718,0.2955245820113945,0.1492230769230769,0.0934408832576384,0.4632923076923077,0.2476580318276492,124.95520512820512,27.958683611225418,0.025972364102564,0.1023939762062584,0.0,6.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
ESFJ,SJ,esfj'22,4HZevNE1zQvzKrF813uoV6,35,0.7187428571428572,0.1034147397780478,0.696657142857143,0.14616951135726,-5.306628571428571,1.9346762624108809,0.7142857142857143,0.4583492485141057,0.0737457142857142,0.0495931585821195,0.2004517142857143,0.2048641796049521,0.1603885714285714,0.1248389003556856,0.6423142857142856,0.1880400100461369,116.44554285714284,24.147228725835497,4.277142857142857e-06,1.4710927025499783e-05,1.0,6.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0
