mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,Gminor_count,A#/BbMajor_count,F#/GbMajor_count,Bminor_count
INFP,NF,🍃infp - the mediator🌿,5HxXOuCGG2gwg8W9zzrrXB,50,0.56528,0.1296332408869621,0.58352,0.2255238111325611,-8.04932,3.7373344175456698,0.72,0.4535573676110727,0.059074,0.0429043017204854,0.39158472,0.3430481472223027,0.128408,0.069172726252063,0.397052,0.2096319137956639,123.58244,31.2624699457444,0.0577060464,0.1844093078588159,1.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,7.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0
INFP,NF,INFP 갬성,1djWn2YOEhwCIgaIXDcGCM,50,0.59458,0.1349058764850667,0.524204,0.1918075544467869,-6.914039999999999,2.848746376344285,0.72,0.4535573676110727,0.072378,0.0762497461755561,0.520916,0.2663949234669827,0.174088,0.101200009357102,0.3984939999999999,0.2257005189382151,111.83422,27.69806357137035,0.0553596893999999,0.1682023023244902,2.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0
INFP,NF,🌑🍃INFP🍃🌑,1oxt1fz992VkeB46ekRI8b,50,0.65074,0.1418245265337791,0.6778940000000001,0.1879664064753734,-6.947780000000002,3.8447699874940096,0.58,0.4985693819032897,0.100704,0.1080805424539627,0.1705971839999999,0.2291305966506627,0.189152,0.1305987752544379,0.5186219999999999,0.2515643986119252,125.6163,29.79172814742717,0.1572746856,0.3102965184691579,2.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,0.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,4.0
INFP,NF,INFP playlist,2awBmraldwVTYnXWAWjV45,50,0.5475000000000001,0.1412106907555992,0.55598,0.1801188371886851,-8.00496,3.296820372691833,0.6,0.4948716593053935,0.049332,0.0363973336094493,0.3682551,0.3185058480817831,0.144084,0.0976699865331605,0.396254,0.2424438813332239,127.00912000000002,28.6098958694151,0.1123035706,0.2332712659546828,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0
INFP,NF,Infp,2G9mFNm1i1Zb7QSaEMrJjM,50,0.6092,0.1558080975601272,0.5358999999999999,0.1989770010297057,-6.829160000000002,2.6188045750779074,0.84,0.3703280399090204,0.063316,0.0673845993426645,0.4621655800000001,0.2918693908353801,0.149082,0.0766740561981531,0.42768,0.211333272924303,115.86802,29.16907516776028,0.0005414812,0.0026232022596776,2.0,9.0,2.0,2.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0
INFP,NF,INFJ Playlist!!,2HTkX7Q03qo3jrPvfz1XCy,50,0.53026,0.1418930051058161,0.69014,0.1629067606118948,-6.733359999999999,2.594439373674681,0.52,0.5046720495044484,0.055892,0.0561456045856282,0.185469508,0.214289831210712,0.197954,0.1232348251369336,0.46668,0.1821336625130241,123.22546000000004,32.82354200017333,0.1950368405999999,0.3097121033535605,6.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
INFP,NF,Infp/enfp lofi,64LOJlAB1R2iL69HvtEz6l,50,0.66038,0.1178267302752093,0.3519024,0.1820265595171008,-12.3468,4.397410248994194,0.66,0.4785181206984066,0.1051199999999999,0.1062044197550658,0.591266,0.2898475127668734,0.13581,0.0784704292412506,0.3259899999999999,0.1967528090197007,110.58880000000003,33.55675085765082,0.7607702336000002,0.2641295257969909,1.0,4.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0
INFP,NF,INFP,7kZBEUXMLcvehY2xbd6cAW,50,0.677,0.1284548677988673,0.6053799999999999,0.1634437917487981,-6.878460000000001,2.128136956713692,0.48,0.5046720495044484,0.0961279999999999,0.0972168794447733,0.254596,0.2309387390806558,0.215218,0.1562018117561969,0.4243639999999999,0.2212232502081394,124.91396,27.316769234046003,0.0074107208,0.0303263724389806,2.0,6.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0
INFP,NF,INFP,4EYRerdLoDP25isjiRIOlP,50,0.7543400000000001,0.0909448386301795,0.7844400000000001,0.1480404191911307,-5.1287400000000005,3.206820701669032,0.7,0.4629100498862757,0.1967439999999999,0.1296095268607258,0.0778560599999999,0.1222322610264957,0.2169259999999999,0.1612900085598128,0.53054,0.2243616077237996,129.51612,30.493766105409623,0.1155394228,0.2447966769205443,3.0,5.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0
INFP,NF,INFP ,2I7Wq8iOx9gYXwymLoBQSb,46,0.5662391304347826,0.1502484142689638,0.6116782608695653,0.2019597032557,-7.03095652173913,3.8558905122568095,0.6304347826086957,0.4880207487471504,0.0670478260869565,0.0637417558560597,0.2968469782608696,0.3298994249929642,0.195441304347826,0.1159796985608294,0.4969999999999999,0.2035211154756293,130.27621739130436,31.79402443570737,0.1457772136956521,0.2719190843810823,0.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0
